<DOC>	<DOC>+BDTag
denizi	deniz+NOUN+A3SG+PNON+ACC
gören	gör+VERB+POS^DB+ADJ+PRESPART
yamaçlarda	yamaç+NOUN+A3PL+PNON+LOC
,	,+PUNC
ağaçların	ağaç+NOUN+A3PL+PNON+GEN
altına	alt+NOUN+A3SG+P3SG+DAT
uzanıyor	uzan+VERB+POS+PROG1+A3SG
,	,+PUNC
piknik	piknik+NOUN+A3SG+PNON+NOM
yapıyor	yap+VERB+POS+PROG1+A3SG
,	,+PUNC
sonra	sonra+ADV
da	da+CONJ
sonsuzca	son+NOUN+A3SG+PNON+NOM^DB+ADJ+WITHOUT^DB+ADV+LY
öpüşmelere	öpüş+VERB+POS^DB+NOUN+INF2+A3PL+PNON+DAT
başlıyorduk	başla+VERB+POS+PROG1+PAST+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
)	)+PUNC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ama	ama+CONJ
işte	iş+NOUN+A3SG+PNON+LOC
gemi	gemi+NOUN+A3SG+PNON+NOM
limandan	liman+NOUN+A3SG+PNON+ABL
demir	demir+NOUN+A3SG+PNON+NOM
aldı	al+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ya	ya+CONJ
da	da+CONJ
Boğaziçi'nde	boğaziç+NOUN+A3SG+P3SG+LOC
,	,+PUNC
Emirgan	emirgan+NOUN+PROP+A3SG+PNON+NOM
sırtlarındaki	sırt+NOUN+A3PL+P3SG+LOC^DB+ADJ+REL
korularda	koru+NOUN+A3PL+PNON+LOC
,	,+PUNC
o	o+DET
yörenin	yöre+NOUN+A3SG+PNON+GEN
kahvelerinde	kahve+NOUN+A3PL+P3SG+LOC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
)	)+PUNC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Türkiye	türkiye+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
o	o+DET
limandan	liman+NOUN+A3SG+PNON+ABL
gitgide	gitgide+ADV
uzaklaşıyor	uzaklaş+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Birkaç	birkaç+DET
yıl	yıl+NOUN+A3SG+PNON+NOM
sonra	sonra+ADV
da	da+CONJ
,	,+PUNC
bir	bir+DET
gazetede	gazete+NOUN+A3SG+PNON+LOC
gece	gece+NOUN+A3SG+PNON+NOM
sekreteri	sekreter+NOUN+A3SG+P3SG+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
çalışmaya	çalışma+NOUN+A3SG+PNON+DAT
başladım	başla+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ne	ne+ADV
o	o+PRON+DEMONSP+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Maziyle	mazi+NOUN+A3SG+PNON+INS
bağlarını	bağ+NOUN+A3PL+P3SG+ACC
koparıyor	kopar+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Geceyarısından	geceyarısı+NOUN+A3SG+PNON+ABL
sonra	sonra+POSTP+PCABL
biten	bit+VERB+POS^DB+ADJ+PRESPART
işimden	iş+NOUN+A3SG+P1SG+ABL
çıktığımda	çık+VERB+POS^DB+NOUN+PASTPART+A3SG+P1SG+LOC
,	,+PUNC
o	o+DET
zamanların	zaman+NOUN+A3PL+PNON+GEN
Beyoğlu'sunda	Beyoğlu'+NOUN+A3SG+P3SG+LOC
varolan	varolan+ADJ
,	,+PUNC
kendine	kendi+PRON+REFLEXP+A3SG+P3SG+DAT
özgü	özgü+ADJ
,	,+PUNC
sabaha	sabah+NOUN+A3SG+PNON+DAT
kadar	kadar+POSTP+PCDAT
açık	açık+ADJ
kulüplere	kulüp+NOUN+A3PL+PNON+DAT
dadandım	dadan+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Doğru	doğru+ADJ
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Belgin	belgin+ADJ
Dorukları	doruk+NOUN+A3PL+P3SG+NOM
,	,+PUNC
Sadri	sadri+NOUN+PROP+A3SG+PNON+NOM
Alışıkları	alışık+ADJ^DB+NOUN+ZERO+A3PL+P3SG+NOM
,	,+PUNC
Kırık	kırık+ADJ
Hayatları	hayat+NOUN+A3SG+P3PL+NOM
ve	ve+CONJ
Ölümsüz	ölümsüz+ADJ
Aşkları	aşk+NOUN+A3SG+P3PL+NOM
,	,+PUNC
eski	eski+ADJ
resimlerde	resim+NOUN+A3PL+PNON+LOC
yanımıza	yan+NOUN+A3SG+P1PL+DAT
aldık	al+VERB+POS+PAST+A1PL
,	,+PUNC
gidiyoruz	git+VERB+POS+PROG1+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Barmen	barmen+NOUN+A3SG+PNON+NOM
kızlar	kız+NOUN+A3PL+PNON+NOM
,	,+PUNC
Avrupa'dan	avrupa+NOUN+PROP+A3SG+PNON+ABL
gelmiş	gel+VERB+POS+NARR^DB+ADJ+ZERO
buz	buz+NOUN+A3SG+PNON+NOM
revüsü	revü+NOUN+A3SG+P3SG+NOM
artistleri	artist+NOUN+A3PL+P3SG+NOM
,	,+PUNC
Beyoğlu'nda	Beyoğlu'nda+NOUN+PROP+A3SG+PNON+NOM
yalnız	yalnız+ADV
yaşayan	yaşa+VERB+POS^DB+ADJ+PRESPART
kadınlar	kadın+NOUN+A3PL+PNON+NOM
;	;+PUNC
sonra	sonra+ADV
da	da+CONJ
bir	bir+DET
edebiyatçı	edebiyatçı+NOUN+A3SG+PNON+NOM
,	,+PUNC
ressam	ressam+NOUN+A3SG+PNON+NOM
bohemiydi	bohem+ADJ^DB+NOUN+ZERO+A3SG+P3SG+NOM^DB+VERB+ZERO+PAST+A3SG
içine	iç+NOUN+A3SG+P3SG+DAT
düştüğüm	düş+VERB+POS^DB+NOUN+PASTPART+A3SG+P1SG+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hoşça	hoşça+ADJ
kalın	kal+VERB+POS+IMP+A2PL
,	,+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Onların	o+PRON+PERS+A3PL+PNON+GEN
dışında	dış+NOUN+A3SG+P3SG+LOC
,	,+PUNC
geçmişe	geçmiş+NOUN+A3SG+PNON+DAT
ait	ait+POSTP+PCDAT
ne	ne+ADV
varsa	var+ADJ^DB+VERB+ZERO+COND+A3SG
bıraktık	bırak+VERB+POS+PAST+A1PL
geride	geri+ADJ^DB+NOUN+ZERO+A3SG+PNON+LOC
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sabaha	sabah+NOUN+A3SG+PNON+DAT
doğru	doğru+POSTP+PCDAT
yapılan	yap+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
aşklar	aşk+NOUN+A3PL+PNON+NOM
ya	ya+CONJ
da	da+CONJ
aşk	aşk+NOUN+A3SG+PNON+NOM
yapma	yap+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
gücünü	güç+NOUN+A3SG+P3SG+ACC
bulamayıp	bul+VERB^DB+VERB+ABLE+NEG^DB+ADV+AFTERDOINGSO
da	da+CONJ
ertesi	ertesi+ADJ
günleri	gün+NOUN+A3PL+P3SG+NOM
de	de+CONJ
sürdürülen	sürdür+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
gezintiler	gezinti+NOUN+A3PL+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Aç	aç+VERB+POS+IMP+A2SG
şimdi	şimdi+ADV
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Geleceğe	gelecek+NOUN+A3SG+PNON+DAT
dair	dair+POSTP+PCDAT
ne	ne+ADV
varsa	var+ADJ^DB+VERB+ZERO+COND+A3SG
yükte	yük+NOUN+A3SG+PNON+LOC
hafif	hafif+ADJ
,	,+PUNC
pahada	paha+NOUN+A3SG+PNON+LOC
ağır	ağır+ADJ
,	,+PUNC
bizleledir	bizleledir+NOUN+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Buydu	buy+VERB+POS+PAST+A3SG
,	,+PUNC
buydu	buy+VERB+POS+PAST+A3SG
işte	işte+INTERJ
beni	ben+PRON+PERS+A1SG+PNON+ACC
bekleyen	bekle+VERB+POS^DB+ADJ+PRESPART
yaşam	yaşam+NOUN+A3SG+PNON+NOM
!	!+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sen	sen+PRON+PERS+A2SG+PNON+NOM
neredesin	nere+PRON+QUESP+A3SG+PNON+LOC^DB+VERB+ZERO+PRES+A2SG
diye	diye+POSTP+PCNOM
sordum	sor+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Umutlar	umut+NOUN+A3PL+PNON+NOM
bizleledir	bizlele+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ardından	ardından+ADV
gene	gene+ADV
,	,+PUNC
gündüzleri	gündüzleri+ADV
gezdiğim	gez+VERB+POS^DB+ADJ+PASTPART+P1SG
,	,+PUNC
birlikte	birlikte+ADV
aynı	aynı+ADJ
mahalledeki	mahalle+NOUN+A3SG+PNON+LOC^DB+ADJ+REL
sinemaları	sinema+NOUN+A3PL+PNON+ACC
dolaştığım	dolaş+VERB+POS^DB+ADJ+PASTPART+P1SG
genç	genç+ADJ
kızlara	kız+NOUN+A3PL+PNON+DAT
geliyordu	gel+VERB+POS+PROG1+PAST+A3SG
sıra	sıra+NOUN+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hayır	hayır+NOUN+A3SG+PNON+NOM
,	,+PUNC
şarklı	şarklı+ADJ
değil	değil+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ah'lara	ah+NOUN+PROP+A3PL+PNON+DAT
,	,+PUNC
vah'lara	vah'+NOUN+A3PL+PNON+DAT
gerek	gerek+NOUN+A3SG+PNON+NOM
yok	yok+ADV
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Onlarla	o+PRON+PERS+A3PL+PNON+INS
bakirelikleri	bakirelik+NOUN+A3PL+P3PL+NOM
ortadan	orta+NOUN+A3SG+PNON+ABL
kaldırılmaksızın	kaldır+VERB^DB+VERB+PASS+POS^DB+ADV+WITHOUTHAVINGDONESO
yapılan	yap+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
sevişmeler	sevişme+NOUN+A3PL+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hayır	hayır+NOUN+A3SG+PNON+NOM
,	,+PUNC
şarklı	şarklı+ADJ
değil	değil+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Güverteye	güverte+NOUN+A3SG+PNON+DAT
çıkınca	çık+VERB+POS^DB+ADV+WHEN
geride	geri+ADJ^DB+NOUN+ZERO+A3SG+PNON+LOC
bıraktığımız	bırak+VERB+POS^DB+ADJ+PASTPART+P1PL
manzaraya	manzara+NOUN+A3SG+PNON+DAT
bir	bir+DET
bakın	bak+VERB+POS+IMP+A2PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hiçbiri	hiçbiri+PRON+QUANTP+A3SG+P3SG+NOM
,	,+PUNC
hiçbiri	hiçbiri+PRON+QUANTP+A3SG+P3SG+NOM
,	,+PUNC
bitmeyecekmiş	bit+VERB+NEG+FUT+NARR+A3SG
gibi	gibi+POSTP+PCNOM
geliyordu	gel+VERB+POS+PROG1+PAST+A3SG
bana	ben+PRON+PERS+A1SG+PNON+DAT
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Milas'lı	milas+NOUN+PROP+A3SG+PNON+NOM^DB+ADJ+WITH
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Limanda	liman+NOUN+A3SG+PNON+LOC
sokak	sokak+NOUN+A3SG+PNON+NOM
çatışmaları	çatışma+NOUN+A3PL+P3SG+NOM
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sonra	sonra+ADV
da	da+CONJ
bitmeyen	bit+VERB+NEG^DB+ADJ+PRESPART
bitmeyen	bit+VERB+NEG^DB+ADJ+PRESPART
bordeller	bordeller+NOUN+A3SG+PNON+NOM
,	,+PUNC
Beyoğlu	beyoğlu+NOUN+A3SG+PNON+NOM
yakasının	yaka+NOUN+A3SG+P3SG+GEN
bütün	bütün+ADJ
mahallelerindeki	mahalle+NOUN+A3PL+P3SG+LOC^DB+ADJ+REL
buluşma	buluşma+NOUN+A3SG+PNON+NOM
evleri	ev+NOUN+A3PL+P3SG+NOM
,	,+PUNC
genelevler	genelev+NOUN+A3PL+PNON+NOM
,	,+PUNC
pembemsi	pembemsi+ADJ
bir	bir+DET
ışığın	ışık+NOUN+A3SG+PNON+GEN
süzüldüğü	süzül+VERB+POS^DB+ADJ+PASTPART+P3SG
lüks	lüks+ADJ
aşk	aşk+NOUN+A3SG+PNON+NOM
yuvaları	yuva+NOUN+A3PL+P3SG+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Saçları	saç+NOUN+A3PL+PNON+ACC
kır	kır+NOUN+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
patlayan	patla+VERB+POS^DB+ADJ+PRESPART
silahlar	silah+NOUN+A3PL+PNON+NOM
,	,+PUNC
havada	hava+NOUN+A3SG+PNON+LOC
uçuşan	uç+VERB+RECIP+POS^DB+ADJ+PRESPART
taşlar	taş+NOUN+A3PL+PNON+NOM
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Paris'te	paris+NOUN+PROP+A3SG+PNON+LOC
kaldırım	kaldırım+NOUN+A3SG+PNON+NOM
yapan	yap+VERB+POS^DB+ADJ+PRESPART
kadınlar	kadın+NOUN+A3PL+PNON+NOM
,	,+PUNC
maske	maske+NOUN+A3SG+PNON+NOM
takan	tak+VERB+POS^DB+ADJ+PRESPART
orospuların	orospu+NOUN+A3PL+PNON+GEN
dolaştığı	dolaş+VERB+POS^DB+ADJ+PASTPART+P3SG
Roma'nın	roma+NOUN+PROP+A3SG+PNON+GEN
koskocaman	koskocaman+ADJ
binalarının	bina+NOUN+A3PL+P3SG+GEN
yukarı	yukarı+ADJ
katlarındaki	kat+NOUN+A3SG+P3PL+LOC^DB+ADJ+REL
genelevler	genelev+NOUN+A3PL+PNON+NOM
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Arkaya	arka+NOUN+A3SG+PNON+DAT
taranmış	taran+VERB+POS+NARR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
o	o+DET
filmden	film+NOUN+A3SG+PNON+ABL
gitgide	gitgide+ADV
uzaklaşıyoruz	uzaklaş+VERB+POS+PROG1+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yüzlerine	yüz+NOUN+A3PL+P3PL+DAT
maske	maske+NOUN+A3SG+PNON+NOM
takmış	tak+VERB+POS+NARR^DB+ADJ+ZERO
orospuların	orospu+NOUN+A3PL+PNON+GEN
çıplak	çıplak+ADJ
ve	ve+CONJ
işlek	işlek+ADJ
kadınlık	kadınlık+NOUN+A3SG+PNON+NOM
organlarının	organ+NOUN+A3SG+P3PL+GEN
çekiciliğini	çekicilik+NOUN+A3SG+P3SG+ACC
gördüm	gör+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İzini	iz+NOUN+A3SG+P3SG+ACC
bulursanız	bul+VERB+POS+AOR+COND+A2PL
,	,+PUNC
bu	bu+DET
numaraya	numara+NOUN+A3SG+PNON+DAT
haber	haber+NOUN+A3SG+PNON+NOM
verirsiniz	ver+VERB+POS+AOR+A2PL
,	,+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Resim	resim+NOUN+A3SG+PNON+NOM
,	,+PUNC
daha	daha+ADV
bir	bir+DET
haftada	hafta+NOUN+A3SG+PNON+LOC
küçülüyor	küçül+VERB+POS+PROG1+A3SG
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kopenhag'da	kopenhag+NOUN+PROP+A3SG+PNON+LOC
otellerin	otel+NOUN+A3PL+PNON+GEN
önünde	ön+NOUN+A3SG+P3SG+LOC
bekleyen	bekle+VERB+POS^DB+ADJ+PRESPART
kızlar	kız+NOUN+A3PL+PNON+NOM
,	,+PUNC
Hamburg'un	hamburg+NOUN+PROP+A3SG+PNON+GEN
,	,+PUNC
Berlin'in	berlin+NOUN+PROP+A3SG+PNON+GEN
...	...+PUNC
buluşma	buluşma+NOUN+A3SG+PNON+NOM
yerleri	yer+NOUN+A3PL+P3SG+NOM
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kahvenin	kahve+NOUN+A3SG+PNON+GEN
numarasını	numara+NOUN+A3SG+P3SG+ACC
