<DOC>	<DOC>+BDTag
dizlerine	diz+NOUN+A3PL+P3SG+DAT
dek	dek+POSTP+PCDAT
ıslak	ıslak+ADJ
,	,+PUNC
önlük	önlük+NOUN+A3SG+PNON+NOM
torbası	torba+NOUN+A3SG+P3SG+NOM
ham	ham+ADJ
eriklerle	erik+NOUN+A3PL+PNON+INS
dolu	dolu+ADJ
İbrahim	ibrahim+NOUN+PROP+A3SG+PNON+NOM
dikiliyordu	dikil+VERB+POS+PROG1+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kendileriyle	kendi+PRON+REFLEXP+A3PL+P3PL+INS
görüştüğümden	görüş+VERB+POS^DB+NOUN+PASTPART+A3SG+P1SG+ABL
edindiğim	edin+VERB+POS^DB+ADJ+PASTPART+P1SG
izlenim	izlenim+NOUN+A3SG+PNON+NOM
,	,+PUNC
gazeteciye	gazeteci+NOUN+A3SG+PNON+DAT
verilen	ver+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
bilgilerle	bilgi+NOUN+A3PL+PNON+INS
alakasız	alakasız+ADJ
bir	bir+DET
haberin	haber+NOUN+A3SG+PNON+GEN
yayımlanmış	yayımlan+VERB+POS+NARR^DB+ADJ+ZERO
olduğudur	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
En	en+ADV
sonunda	sonunda+ADV
içeriden	içeri+NOUN+A3SG+PNON+ABL
gök	gök+NOUN+A3SG+PNON+NOM
gürültüsü	gürültü+NOUN+A3SG+P3SG+NOM
gibi	gibi+POSTP+PCNOM
bir	bir+DET
ses	ses+NOUN+A3SG+PNON+NOM
gelmiş	gel+VERB+POS+NARR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İnşaatta	inşaat+NOUN+A3SG+PNON+LOC
çalışacak	çalış+VERB+POS^DB+ADJ+FUTPART+PNON
vasıfsız	vasıfsız+ADJ
işçilerin	işçi+NOUN+A3PL+PNON+GEN
alımında	alım+NOUN+A3SG+P3SG+LOC
sözleşme	sözleşme+NOUN+A3SG+PNON+NOM
gereği	gerek+NOUN+A3SG+P3SG+NOM
güzergah	güzergah+NOUN+A3SG+PNON+NOM
boyundaki	boy+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
köylerine	köy+NOUN+A3PL+P3SG+DAT
öncelik	öncelik+NOUN+A3SG+PNON+NOM
verilecek	ver+VERB^DB+VERB+PASS+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Heyecanlı	heyecanlı+ADJ
ve	ve+CONJ
yorgun	yorgun+ADJ
görünüyorsunuz	görün+VERB+POS+PROG1+A2PL
,	,+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ramiz	ramiz+NOUN+PROP+A3SG+PNON+NOM
yerinden	yer+NOUN+A3SG+P3SG+ABL
kalkmış	kalk+VERB+POS+NARR^DB+ADJ+ZERO
Naci	naci+NOUN+PROP+A3SG+PNON+NOM
Beyin	bey+NOUN+A3SG+PNON+GEN
yanına	yan+NOUN+A3SG+P3SG+DAT
kadar	kadar+POSTP+PCDAT
sokulmuştu	sokul+VERB+POS+NARR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Nereden	nereden+ADV
biliyorsunuz	bil+VERB+POS+PROG1+A2PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gülümsemeler	gülümseme+NOUN+A3PL+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tümüyle	tümü+PRON+QUANTP+A3PL+P3PL+INS
meşru	meşru+ADJ
yollarla	yol+NOUN+A3PL+PNON+INS
yüksek	yüksek+ADJ
rakımlı	rakım+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
tepeye	tepe+NOUN+A3SG+PNON+DAT
çıkmış	çık+VERB+POS+NARR^DB+ADJ+ZERO
adamı	adam+NOUN+A3SG+PNON+ACC
şişman	şişman+ADJ
ve	ve+CONJ
ahaliyi	ahali+NOUN+A3PL+PNON+ACC
pişman	pişman+ADJ
eyliyorlar	eyle+VERB+POS+PROG1+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Aradığımı	ara+VERB+POS^DB+NOUN+PASTPART+A3SG+P1SG+ACC
Buldum	bul+VERB+POS+PAST+A1SG
Sandım	san+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Külür'ün	külür+NOUN+PROP+A3SG+PNON+GEN
Kıran	kıran+NOUN+PROP+A3SG+PNON+NOM
birbuçuk	birbuçuk+NOUN+A3SG+PNON+NOM
ay	ay+NOUN+A3SG+PNON+NOM
önce	önce+ADV
yeğeni	yeğen+NOUN+A3SG+P3SG+NOM
doğum	doğum+NOUN+A3SG+PNON+NOM
yapınca	yap+VERB+POS^DB+ADV+WHEN
İstanbul'a	istanbul+NOUN+PROP+A3SG+PNON+DAT
gitti	git+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Niye	niye+ADV
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kahveleri	kahve+NOUN+A3PL+PNON+ACC
bende	ben+PRON+PERS+A1SG+PNON+LOC
içelim	iç+VERB+POS+OPT+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kot	kot+NOUN+A3SG+PNON+NOM
pantolonla	pantolon+NOUN+A3SG+PNON+INS
gelen	gelen+ADJ
hiçbir	hiçbir+DET
çocuk	çocuk+NOUN+A3SG+PNON+NOM
yoktu	yok+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tombul	tombul+ADJ
dizleri	diz+NOUN+A3PL+P3SG+NOM
,	,+PUNC
masanın	masa+NOUN+A3SG+PNON+GEN
altından	alt+NOUN+A3SG+P3SG+ABL
Mahmut'un	mahmut+NOUN+PROP+A3SG+PNON+GEN
dizlerine	diz+NOUN+A3PL+P3SG+DAT
yapışmıştı	yapış+VERB+POS+NARR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ne	ne+PRON+QUESP+A3SG+PNON+NOM
diyeceğimi	de+VERB+POS^DB+NOUN+FUTPART+A3SG+P1SG+ACC
bilemedim	bil+VERB^DB+VERB+ABLE+NEG+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Rekabet	rekabet+NOUN+A3SG+PNON+NOM
neler	ne+PRON+QUESP+A3SG+PNON+NOM^DB+VERB+ZERO+PRES+A3PL
yaptırıyor	yap+VERB^DB+VERB+CAUS+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
sefer	sefer+NOUN+A3SG+PNON+NOM
aklına	akıl+NOUN+A3SG+P3SG+DAT
Milli	milli+ADJ
Savunma	savunma+NOUN+A3SG+PNON+NOM
Bakanlığı'nın	bakanlık+NOUN+A3SG+P3SG+GEN
Askeri	askeri+NOUN+PROP+A3SG+PNON+NOM
Usul	usul+NOUN+A3SG+PNON+NOM
Ceza	ceza+NOUN+A3SG+PNON+NOM
Yasası'na	yasa+NOUN+A3SG+P3SG+DAT
göre	göre+POSTP+PCDAT
elinde	el+NOUN+A3SG+P3SG+LOC
tuttuğu	tut+VERB+POS^DB+ADJ+PASTPART+P3SG
bir	bir+DET
yetki	yetki+NOUN+A3SG+PNON+NOM
geldi	gel+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kanamıyordu	kana+VERB+NEG+PROG1+PAST+A3SG
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
yüzden	yüzden+ADV
trendlerle	trend+NOUN+A3PL+PNON+INS
çok	çok+ADV
ilgililer	ilgili+ADJ^DB+VERB+ZERO+PRES+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kapıcı	kapıcı+NOUN+A3SG+PNON+NOM
hergelesinin	hergele+NOUN+A3SG+P3SG+GEN
bakışını	bak+VERB+POS^DB+NOUN+INF3+A3SG+P3SG+ACC
görsen	gör+VERB+POS+DESR+A2SG
,	,+PUNC
aç	aç+ADJ
kurt	kurt+NOUN+A3SG+PNON+NOM
gibi	gibi+POSTP+PCNOM
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Süpürgen	süpürge+NOUN+A3SG+P2SG+NOM
nerede	nere+PRON+QUESP+A3SG+PNON+LOC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Taşhan'ın	taşhan+NOUN+PROP+A3SG+PNON+GEN
kapısını	kapı+NOUN+A3SG+P3SG+ACC
itip	it+VERB+POS^DB+ADV+AFTERDOINGSO
içeriye	içeri+NOUN+A3SG+PNON+DAT
girdim	gir+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Serin	serin+ADJ
havayla	hava+NOUN+A3SG+PNON+INS
hafifçe	hafifçe+ADV
ürpermekten	ürper+VERB+POS^DB+NOUN+INF+A3SG+PNON+ABL
,	,+PUNC
hayatın	hayat+NOUN+A3SG+PNON+GEN
gerçekliğine	gerçeklik+NOUN+A3SG+P3SG+DAT
dokunmaktan	dokun+VERB+POS^DB+NOUN+INF+A3SG+PNON+ABL
ve	ve+CONJ
sırlarını	sır+NOUN+A3PL+P3SG+ACC
hissetmekten	hisset+VERB+POS^DB+NOUN+INF+A3SG+PNON+ABL
hoşnuttum	hoşnut+ADJ^DB+VERB+ZERO+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bir	bir+DET
taksi	taksi+NOUN+A3SG+PNON+NOM
bulduk	bul+VERB+POS+PAST+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Beraber	beraber+ADV
yemek	yemek+NOUN+A3SG+PNON+NOM
yiyorlar	ye+VERB+POS+PROG1+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Aydınlık	aydınlık+NOUN+A3SG+PNON+NOM
gazetesinde	gazete+NOUN+A3SG+P3SG+LOC
konuştuğu	konuş+VERB+POS^DB+ADJ+PASTPART+P3SG
muhabirler	muhabir+NOUN+A3PL+PNON+NOM
,	,+PUNC
Biz	biz+PRON+PERS+A1PL+PNON+NOM
size	siz+PRON+PERS+A2PL+PNON+DAT
yardımcı	yardımcı+NOUN+A3SG+PNON+NOM
olalım	ol+VERB+POS+OPT+A1PL
,	,+PUNC
dediler	de+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Mebrure	mebrure+NOUN+PROP+A3SG+PNON+NOM
birden	birden+ADV
heyecanlanmıştı	heyecanlan+VERB+POS+NARR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sen	sen+PRON+PERS+A2SG+PNON+NOM
o	o+DET
kadar	kadar+POSTP+PCDAT
anlatmışsın	anlat+VERB+POS+NARR+A2SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bardağı	bardak+NOUN+A3SG+PNON+ACC
masanın	masa+NOUN+A3SG+PNON+GEN
üstüne	üst+NOUN+A3SG+P3SG+DAT
koydu	koy+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Buradaki	bura+NOUN+A3SG+PNON+LOC^DB+ADJ+REL
üst	üst+ADJ
düzey	düzey+NOUN+A3SG+PNON+NOM
görüşmelerimizde	görüşme+NOUN+A3PL+P1PL+LOC
turizm	turizm+NOUN+A3SG+PNON+NOM
için	için+POSTP+PCNOM
ellerinden	el+NOUN+A3PL+P3SG+ABL
geleni	gel+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+P3SG+NOM
yapacaklarını	yap+VERB+POS^DB+NOUN+FUTPART+A3PL+P3SG+ACC
söylediler	söyle+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Maziyle	mazi+NOUN+A3SG+PNON+INS
bağlarını	bağ+NOUN+A3PL+P3SG+ACC
koparıyor	kopar+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
durum	durum+NOUN+A3SG+PNON+NOM
Yapı	yapı+NOUN+A3SG+PNON+NOM
Kredi	kredi+NOUN+A3SG+PNON+NOM
hisseleri	hisse+NOUN+A3PL+P3SG+NOM
üzerinde	üzerinde+ADV
baskı	baskı+NOUN+A3SG+PNON+NOM
yaratarak	yarat+VERB+POS^DB+ADV+BYDOINGSO
mali	mali+ADJ
sektör	sektör+NOUN+A3SG+PNON+NOM
hisselerini	hisse+NOUN+A3PL+P3SG+ACC
olumsuz	olumsuz+ADJ
yönde	yön+NOUN+A3SG+PNON+LOC
etkileyebilir	etkile+VERB+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Gel	gel+VERB+POS+IMP+A2SG
bak	bak+VERB+POS+IMP+A2SG
,	,+PUNC
sana	sen+PRON+PERS+A2SG+PNON+DAT
evi	ev+NOUN+A3SG+PNON+ACC
göstereyim	göster+VERB+POS+OPT+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Haftalar	hafta+NOUN+A3PL+PNON+NOM
sonra	sonra+ADV
bulmuş	bul+VERB+POS+NARR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bir	bir+DET
defasında	defa+NOUN+A3SG+P3SG+LOC
laf	laf+NOUN+A3SG+PNON+NOM
oraya	ora+NOUN+A3SG+PNON+DAT
gelir	gel+VERB+POS+AOR+A3SG
gibi	gibi+POSTP+PCNOM
oldu	ol+VERB+POS+PAST+A3SG
,	,+PUNC
derhal	derhal+ADV
,	,+PUNC
halledilmemiş	hallet+VERB^DB+VERB+PASS+NEG+NARR^DB+ADJ+ZERO
bir	bir+DET
başka	başka+ADJ
tartışmayı	tartışma+NOUN+A3SG+PNON+ACC
açarak	aç+VERB+POS^DB+ADV+BYDOINGSO
herkesi	herkes+PRON+QUANTP+A3PL+P3PL+ACC
sürükledim	sürükle+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Herkes	herkes+PRON+QUANTP+A3PL+P3PL+NOM
istediği	iste+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+NOM
gibi	gibi+POSTP+PCNOM
sevişiyor	seviş+VERB+POS+PROG1+A3SG
,	,+PUNC
her	her+DET
şey	şey+NOUN+A3SG+PNON+NOM
serbest	serbest+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sözgelimi	Sözgelimi+NOUN+A3SG+PNON+NOM
Nükhet	nükhet+NOUN+PROP+A3SG+PNON+NOM
bu	bu+DET
akşam	akşam+NOUN+A3SG+PNON+NOM
beni	ben+PRON+PERS+A1SG+PNON+ACC
aramasaydı	ara+VERB+NEG+DESR+PAST+A3SG
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Asıl	asıl+ADJ
düğümü	düğüm+NOUN+A3SG+PNON+ACC
çözmek	çöz+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
ve	ve+CONJ
en	en+ADV
önemlisi	önemli+ADJ^DB+NOUN+ZERO+A3SG+P3SG+NOM
hukuksal	hukuksal+ADJ
alt	alt+ADJ
yapıyı	yapı+NOUN+A3SG+PNON+ACC
sağlam	sağlam+ADJ
temellere	temel+NOUN+A3PL+PNON+DAT
oturtabilmek	oturt+VERB+POS^DB+VERB+ABLE^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
dokümanların	doküman+NOUN+A3PL+PNON+GEN
tamamına	tamam+ADJ^DB+NOUN+ZERO+A3SG+P3SG+DAT
ulaşmak	ulaş+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
gerekiyordu	gerek+VERB+POS+PROG1+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Oradaki	ora+NOUN+A3SG+PNON+LOC^DB+ADJ+REL
tartışma	tartışma+NOUN+A3SG+PNON+NOM
hayli	hayli+ADV
zengin	zengin+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ankara'da	ankara+NOUN+PROP+A3SG+PNON+LOC
birçok	birçok+DET
avukata	avukat+NOUN+A3SG+PNON+DAT
başvurdum	başvur+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bayındır	bayındır+NOUN+A3SG+PNON+NOM
Sokak'taki	sokak+NOUN+PROP+A3SG+PNON+LOC^DB+ADJ+REL
bekar	bekar+NOUN+A3SG+PNON+NOM
evimden	ev+NOUN+A3SG+P1SG+ABL
çıktım	çık+VERB+POS+PAST+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kerem	kerem+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
özgürlüğünü	özgürlük+NOUN+A3SG+P3SG+ACC
teslim	teslim+NOUN+A3SG+PNON+NOM
ettiği	et+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
sanki	sanki+ADV
rahatlamıştı	rahatla+VERB+POS+NARR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Niçin	niçin+ADV
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tam	tam+ADV
umudunu	umut+NOUN+A3SG+P3SG+ACC
kesip	kes+VERB+POS^DB+ADV+AFTERDOINGSO
geri	geri+ADV
döneceği	dön+VERB+POS^DB+ADJ+FUTPART+P3SG
sırada	sıra+NOUN+A3SG+PNON+LOC
şehrin	şehir+NOUN+A3SG+PNON+GEN
en	en+ADV
ucundan	uç+NOUN+A3SG+P3SG+ABL
çıkan	çık+VERB+POS^DB+ADJ+PRESPART
dumanı	duman+NOUN+A3SG+PNON+ACC
görmüş	gör+VERB+POS+NARR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Değişiklikle	değişiklik+NOUN+A3SG+PNON+INS
,	,+PUNC
milletvekili	milletvekil+NOUN+A3SG+P3SG+NOM
seçilme	seç+VERB^DB+VERB+PASS+POS^DB+NOUN+INF2+A3SG+PNON+NOM
yeterliliğini	yeterlilik+NOUN+A3SG+P3SG+ACC
düzenleyen	düzenle+VERB+POS^DB+ADJ+PRESPART
76.	76+NUM+ORD
maddedeki	madde+NOUN+A3SG+PNON+LOC^DB+ADJ+REL
,	,+PUNC
"	"+PUNC
ideolojik	ideolojik+ADJ
ve	ve+CONJ
anarşik	anarşik+ADJ
eylemler	eylem+NOUN+A3PL+PNON+NOM
"	"+PUNC
ifadesi	ifade+NOUN+A3SG+P3SG+NOM
"	"+PUNC
terör	terör+NOUN+A3SG+PNON+NOM
eylemleri	eylem+NOUN+A3PL+P3SG+NOM
"	"+PUNC
diye	diye+POSTP+PCNOM
değiştirildi	değiştir+VERB^DB+VERB+PASS+POS+PAST+A3SG
,	,+PUNC
Erdoğan'ın	erdoğan+NOUN+PROP+A3SG+PNON+GEN
işlediği	işle+VERB+POS^DB+ADJ+PASTPART+P3SG
suç	suç+NOUN+A3SG+PNON+NOM
,	,+PUNC
seçilmesine	seç+VERB^DB+VERB+PASS+POS^DB+NOUN+INF2+A3SG+P3SG+DAT
engel	engel+NOUN+A3SG+PNON+NOM
olmaktan	ol+VERB+POS^DB+NOUN+INF+A3SG+PNON+ABL
çıkarıldı	çık+VERB^DB+VERB+CAUS^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
ŞARKICIYI	şarkıcı+NOUN+A3SG+PNON+ACC
yakından	yakından+ADV
görmek	gör+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
gelenlerin	gel+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3PL+PNON+GEN
izdihama	izdiham+NOUN+A3SG+PNON+DAT
neden	neden+ADV
olduğu	ol+VERB+POS^DB+ADJ+PASTPART+P3SG
açılışta	açılış+NOUN+A3SG+PNON+LOC
,	,+PUNC
Aksüt	Aksüt+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
tören	tören+NOUN+A3SG+PNON+NOM
boyunca	boyunca+POSTP+PCNOM
eşini	eş+NOUN+A3SG+P3SG+ACC
yalnız	yalnız+ADV
bırakmadı	bırak+VERB+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Esmer	esmer+NOUN+A3SG+PNON+NOM
,	,+PUNC
bıyıklı	bıyıklı+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Şimdi	şimdi+ADV
Allah'a	allah+NOUN+PROP+A3SG+PNON+DAT
şükür	şükür+NOUN+A3SG+PNON+NOM
her	her+DET
mevsim	mevsim+NOUN+A3SG+PNON+NOM
var	var+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ancak	ancak+CONJ
savaş	savaş+NOUN+A3SG+PNON+NOM
tehdidinin	tehdit+NOUN+A3SG+P3SG+GEN
olduğu	ol+VERB+POS^DB+ADJ+PASTPART+P3SG
bir	bir+DET
ortamda	ortam+NOUN+A3SG+PNON+LOC
borsaya	borsa+NOUN+A3SG+PNON+DAT
taze	taze+ADJ
para	para+NOUN+A3SG+PNON+NOM
gelmiyor	gel+VERB+NEG+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Umutlar	umut+NOUN+A3PL+PNON+NOM
bizledir	biz+PRON+PERS+A1PL+PNON+INS^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ne	ne+PRON+QUESP+A3SG+PNON+NOM
anlatacaktın	anlat+VERB+POS+FUT+PAST+A2SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ama	ama+CONJ
denmez	de+VERB^DB+VERB+REFLEX+NEG+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bana	ben+PRON+PERS+A1SG+PNON+DAT
şöyle	şöyle+ADV
bir	bir+DET
yol	yol+NOUN+A3SG+PNON+NOM
gösterdi	göster+VERB+POS+PAST+A3SG
:	:+PUNC
Siz	siz+PRON+PERS+A2PL+PNON+NOM
öncelikle	öncelikle+ADV
kendinize	kendi+PRON+REFLEXP+A2PL+P2PL+DAT
bir	bir+DET
avukat	avukat+NOUN+A3SG+PNON+NOM
bulmak	bul+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
zorundasınız	zorun+NOUN+A3SG+PNON+LOC^DB+VERB+ZERO+PRES+A2PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Çocuklar	çocuk+NOUN+A3PL+PNON+NOM
görev	görev+NOUN+A3SG+PNON+NOM
gereği	gerek+NOUN+A3SG+P3SG+NOM
