<DOC>	<DOC>+BDTag
yatırımcıları	yatırımcı+NOUN+A3PL+PNON+ACC
sakinleştirmek	sakinleş+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
reklamlar	reklam+NOUN+A3PL+PNON+NOM
verdi	ver+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Dolarda	dolar+NOUN+A3SG+PNON+LOC
serbest	serbest+ADJ
bir	bir+DET
düşüş	düşüş+NOUN+A3SG+PNON+NOM
olduğunda	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+LOC
,	,+PUNC
merkez	merkez+NOUN+A3SG+PNON+NOM
bankaları	banka+NOUN+A3PL+P3SG+NOM
bile	bile+ADV
bunu	bu+PRON+DEMONSP+A3SG+PNON+ACC
durduramazdı	dur+VERB^DB+VERB+CAUS^DB+VERB+ABLE+NEG+AOR+A3SG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Önerilen	öner+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
değişiklikler	değişiklik+NOUN+A3PL+PNON+NOM
ayrıca	ayrıca+ADV
yöneticilerin	yönetici+NOUN+A3PL+PNON+GEN
işleme	işle+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
aldıkları	al+VERB+POS^DB+ADJ+PASTPART+P3PL
seçenekleri	seçenek+NOUN+A3PL+P3SG+NOM
daha	daha+ADV
sonra	sonra+ADV
ve	ve+CONJ
daha	daha+ADV
az	az+ADJ
sıklıkta	sıklık+NOUN+A3SG+PNON+LOC
rapor	rapor+NOUN+A3SG+PNON+NOM
etmelerine	etme+NOUN+A3PL+P3PL+DAT
izin	izin+NOUN+A3SG+PNON+NOM
verecektir	ver+VERB+POS+FUT+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fidelity	fidelity+NOUN+PROP+A3SG+PNON+NOM
Investments	Investments+NOUN+PROP+A3SG+PNON+NOM
dün	dün+NOUN+A3SG+PNON+NOM
gazetelere	gazete+NOUN+A3PL+PNON+DAT
yeni	yeni+ADJ
reklamlar	reklam+NOUN+A3PL+PNON+NOM
verdi	ver+VERB+POS+PAST+A3SG
ve	ve+CONJ
bugün	bugün+ADV
yayınlanacak	yayınla+VERB^DB+VERB+PASS+POS^DB+ADJ+FUTPART+PNON
yeni	yeni+ADJ
bir	bir+DET
reklam	reklam+NOUN+A3SG+PNON+NOM
daha	daha+ADV
yazdı	yaz+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Spekülatörler	spekülatör+NOUN+A3PL+PNON+NOM
piyasada	piyasa+NOUN+A3SG+PNON+LOC
olmayan	ol+VERB+NEG^DB+ADJ+PRESPART
likidite	likidite+NOUN+A3SG+PNON+NOM
derecesini	derece+NOUN+A3SG+P3SG+ACC
arıyor	ara+VERB+POS+PROG1+A3SG
.	.+PUNC
''	''+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ama	ama+CONJ
içerdekilerin	içerdekilerin+NOUN+A3SG+PNON+NOM
yaklaşık	yaklaşık+ADJ
%	%+PERCENT
25'i	25+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+NOM
,	,+PUNC
SEC	sec+NOUN+PROP+A3SG+PNON+NOM
rakamlarına	rakam+NOUN+A3PL+P3PL+DAT
göre	göre+POSTP+PCDAT
,	,+PUNC
raporlarını	rapor+NOUN+A3PL+P3PL+ACC
geç	geç+ADV
dosyaladı	dosyala+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Diğer	diğer+ADJ
aracı	aracı+NOUN+A3SG+PNON+NOM
kurumlar	kurum+NOUN+A3PL+PNON+NOM
,	,+PUNC
Merrill	Merrill+NOUN+PROP+A3SG+PNON+NOM
Lynch	Lynch+NOUN+PROP+A3SG+PNON+NOM
&	&+PUNC
Co.	Co.+NOUN+PROP+A3SG+PNON+NOM
dahil	dahil+NOUN+A3SG+PNON+NOM
olmak	ol+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
üzere	üzere+POSTP+PCNOM
,	,+PUNC
potansiyel	potansiyel+NOUN+A3SG+PNON+NOM
yeni	yeni+ADJ
reklam	reklam+NOUN+A3SG+PNON+NOM
strateji	strateji+NOUN+A3SG+PNON+NOM
planlarını	plan+NOUN+A3PL+P3SG+ACC
çıkardı	çık+VERB+POS+AOR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hisse	hisse+NOUN+A3SG+PNON+NOM
senedi	senet+NOUN+A3SG+P3SG+NOM
satış	satış+NOUN+A3SG+PNON+NOM
baskısının	baskı+NOUN+A3SG+P3SG+GEN
çoğu	çoğu+PRON+QUANTP+A3PL+P3PL+NOM
Wall	wall+NOUN+PROP+A3SG+PNON+NOM
Street	street+NOUN+PROP+A3SG+PNON+NOM
uzmanlarından	uzman+NOUN+A3PL+P3SG+ABL
geldi	gel+VERB+POS+PAST+A3SG
,	,+PUNC
bilgisayar	bilgisayar+NOUN+A3SG+PNON+NOM
güdümlü	güdümlü+ADJ
program	program+NOUN+A3SG+PNON+NOM
tüccarları	tüccar+NOUN+A3PL+P3SG+NOM
da	da+CONJ
dahil	dahil+NOUN+A3SG+PNON+NOM
olmak	ol+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
üzere	üzere+POSTP+PCNOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yetkili	yetki+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
,	,+PUNC
SEC'in	sec+NOUN+PROP+A3SG+PNON+GEN
önümüzdeki	ön+NOUN+A3SG+P1PL+LOC^DB+ADJ+REL
yıl	yıl+NOUN+A3SG+PNON+NOM
başında	başında+NOUN+A3SG+PNON+NOM
teklifi	teklif+NOUN+A3SG+PNON+ACC
oylayacağını	oyla+VERB+POS^DB+NOUN+FUTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Örneğin	örneğin+CONJ
Fidelity	fidelity+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
birkaç	birkaç+DET
ay	ay+NOUN+A3SG+PNON+NOM
önce	önce+POSTP+PCABL
pazarın	pazar+NOUN+A3SG+PNON+GEN
düşmesi	düş+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
ihtimaline	ihtimal+NOUN+A3SG+P3SG+DAT
karşı	karşı+POSTP+PCDAT
reklamlar	reklam+NOUN+A3PL+PNON+NOM
hazırladı	hazırla+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tüccarlar	tüccar+NOUN+A3PL+PNON+NOM
,	,+PUNC
büyük	büyük+ADJ
kurumsal	kurumsal+ADJ
yatırımcılarının	yatırımcı+NOUN+A3PL+P3PL+GEN
çoğunun	çoğu+PRON+QUANTP+A3PL+P3PL+GEN
gergin	gergin+ADJ
olduğunu	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söylediler	söyle+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bazı	bazı+DET
tahminlere	tahmin+NOUN+A3PL+PNON+DAT
göre	göre+POSTP+PCDAT
,	,+PUNC
kural	kural+NOUN+A3SG+PNON+NOM
değişiklikleri	değişiklik+NOUN+A3PL+PNON+ACC
içeriden	içeri+NOUN+A3SG+PNON+ABL
yapılan	yap+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
başvuruların	başvuru+NOUN+A3PL+PNON+GEN
üçte	üç+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+LOC
birinden	bir+ADJ^DB+NOUN+ZERO+A3SG+P3SG+ABL
fazlasını	fazla+ADJ^DB+NOUN+ZERO+A3SG+P3SG+ACC
kesecektir	kes+VERB+POS+FUT+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Cuma	cuma+NOUN+PROP+A3SG+PNON+NOM
günü	gün+NOUN+A3SG+P3SG+NOM
bunu	bu+PRON+DEMONSP+A3SG+PNON+ACC
sevdiyseniz	sev+VERB+POS+PAST+COND+A2PL
ve	ve+CONJ
satın	satın+NOUN+A3SG+PNON+NOM
aldıysanız	al+VERB+POS+PAST+COND+A2PL
,	,+PUNC
gerçek	gerçek+ADJ
değeri	değer+NOUN+A3SG+P3SG+NOM
değişmedi	değiş+VERB+NEG+PAST+A3SG
.	.+PUNC
"	"+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Büyük	büyük+ADJ
yönetim	yönetim+NOUN+A3SG+PNON+NOM
kurulu	kurul+NOUN+A3SG+P3SG+NOM
başkanı	başkan+NOUN+A3SG+P3SG+NOM
John	john+NOUN+PROP+A3SG+PNON+NOM
J.	j.+NOUN+PROP+A3SG+PNON+NOM
Phelan	Phelan+NOUN+PROP+A3SG+PNON+NOM
dün	dün+NOUN+A3SG+PNON+NOM
devre	devre+NOUN+A3SG+PNON+NOM
kesicilerin	kesici+NOUN+A3PL+P2SG+NOM
``	``+PUNC
mekanik	mekanik+ADJ
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
iyi	iyi+ADJ
çalıştığını	çalış+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Her	her+DET
iki	iki+NUM+CARD
fonun	fon+NOUN+A3SG+PNON+GEN
,	,+PUNC
Menkul	menkul+NOUN+A3SG+PNON+NOM
Kıymetler	kıymet+NOUN+PROP+A3PL+PNON+NOM
ve	ve+CONJ
Borsa	borsa+NOUN+A3SG+PNON+NOM
Komisyonu	komisyon+NOUN+A3SG+P3SG+NOM
onayına	onay+NOUN+A3SG+P3SG+DAT
tabi	tabi+ADJ
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
1	1+NUM+CARD
Mart	mart+NOUN+A3SG+PNON+NOM
civarında	civar+NOUN+A3SG+P3SG+LOC
faaliyete	faaliyet+NOUN+A3SG+PNON+DAT
geçmesi	geçme+NOUN+A3SG+P3SG+NOM
bekleniyor	bekle+VERB^DB+VERB+PASS+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
"	"+PUNC
Bu	bu+DET
noktada	nokta+NOUN+A3SG+PNON+LOC
bir	bir+DET
şey	şey+NOUN+A3SG+PNON+NOM
söylenmesi	söyle+VERB^DB+VERB+PASS+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
gerektiğini	gerek+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
düşünmüyoruz	düşün+VERB+NEG+PROG1+A1PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Vadeli	vadeli+ADJ
tüccarlar	tüccar+NOUN+A3PL+PNON+NOM
S&P	S&P+NOUN+PROP+A3SG+PNON+NOM
Dow'un	dow+NOUN+PROP+A3SG+PNON+GEN
200	200+NUM+CARD
puan	puan+NOUN+A3SG+PNON+NOM
düşebileceği	düş+VERB+POS^DB+VERB+ABLE^DB+NOUN+FUTPART+A3SG+P3SG+NOM
sinyalini	sinyal+NOUN+A3SG+P3SG+ACC
verdi	ver+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Çalışanlarının	çalışan+NOUN+A3PL+P3SG+GEN
seçeneklere	seçenek+NOUN+A3PL+PNON+DAT
kaydolması	kaydol+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
bir	bir+DET
kurul	kurul+NOUN+A3SG+PNON+NOM
da	da+CONJ
planı	plan+NOUN+A3SG+PNON+ACC
onaylamalıdır	onayla+VERB+POS+NECES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fakat	fakat+CONJ
onların	o+PRON+DEMONSP+A3PL+PNON+GEN
reklamlarının	reklam+NOUN+A3PL+P3PL+GEN
daha	daha+ADV
etkili	etkili+ADJ
olup	ol+VERB+POS^DB+ADV+AFTERDOINGSO
olmayacağı	ol+VERB+NEG^DB+NOUN+FUTPART+A3SG+P3SG+NOM
görülecekti	gör+VERB^DB+VERB+PASS+POS+FUT+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
süre	süre+NOUN+A3SG+PNON+NOM
zarfında	zarfında+ADV
,	,+PUNC
küçük	küçük+ADJ
yatırımcılar	yatırımcı+NOUN+A3PL+PNON+NOM
kendi	kendi+PRON+REFLEXP+A3SG+P3SG+NOM
komisyoncularını	komisyoncu+NOUN+A3PL+P3PL+ACC
çağırmaya	çağır+VERB+POS^DB+NOUN+INF2+A3SG+PNON+DAT
başladı	başla+VERB+POS+PAST+A3SG
,	,+PUNC
başka	başka+ADJ
bir	bir+DET
sorunun	sorun+NOUN+A3SG+PNON+GEN
olup	ol+VERB+POS^DB+ADV+AFTERDOINGSO
olmaması	ol+VERB+NEG^DB+NOUN+INF2+A3SG+P3SG+NOM
ile	ile+POSTP+PCNOM
ilgili	ilgi+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
de	de+CONJ
endişeleri	endişe+NOUN+A3PL+P3PL+NOM
vardı	var+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Fakat	fakat+CONJ
Mr.	Mr.+NOUN+PROP+A3SG+PNON+NOM
Stoltzman'ın	stoltzman+NOUN+PROP+A3SG+PNON+GEN
müziğini	müzik+NOUN+A3SG+P3SG+ACC
veya	veya+CONJ
onun	o+PRON+PERS+A3SG+PNON+GEN
motivasyonunu	motivasyon+NOUN+A3SG+P3SG+ACC
sadece	sadece+ADV
ticari	ticari+ADJ
ve	ve+CONJ
hafif	hafif+ADJ
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
değerlendiremezsin	değerlendir+VERB^DB+VERB+ABLE+NEG+AOR+A2SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Şimdi	şimdi+ADV
firmalar	firma+NOUN+A3PL+PNON+NOM
,	,+PUNC
reklamların	reklam+NOUN+A3PL+PNON+GEN
bu	bu+DET
sefer	sefer+NOUN+A3SG+PNON+NOM
işe	iş+NOUN+A3SG+PNON+DAT
yarayabileceğini	yara+VERB+POS^DB+VERB+ABLE^DB+NOUN+FUTPART+A3SG+P3SG+ACC
kanıtlamak	kanıtla+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
ellerinden	el+NOUN+A3PL+P3PL+ABL
geleni	gel+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+ACC
yapmalıdır	yap+VERB+POS+NECES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
``	``+PUNC
Bu	bu+DET
durumun	durum+NOUN+A3SG+PNON+GEN
bir	bir+DET
şeyleri	şey+NOUN+A3PL+PNON+ACC
bugün	bugün+ADV
`	`+PUNC
uzatmadan	uza+VERB^DB+VERB+CAUS+POS^DB+ADV+WITHOUTHAVINGDONESO
daha	daha+ADV
aza	az+ADJ^DB+NOUN+ZERO+A3SG+PNON+DAT
düşüreceğini	düşür+VERB+POS^DB+NOUN+FUTPART+A3SG+P3SG+ACC
seziyorum	sez+VERB+POS+PROG1+A1SG
.	.+PUNC
'	'+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Seyircilerden	seyirci+NOUN+A3PL+PNON+ABL
bazıları	bazı+PRON+QUANTP+A3PL+P3PL+NOM
ikinci	ikinci+NUM+ORD
yarıdan	yarı+NOUN+A3SG+PNON+ABL
önce	önce+ADV
veya	veya+CONJ
ikinci	ikinci+NUM+ORD
yarı	yarı+NOUN+A3SG+PNON+NOM
sırasında	sıra+NOUN+A3SG+P3SG+LOC
bu	bu+DET
yüzden	yüzden+ADV
mi	mi+QUES+PRES+A3SG
ayrıldı?	ayrıldı?+NOUN+A3SG+PNON+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
John	john+NOUN+PROP+A3SG+PNON+NOM
Verret	Verret+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
ajansın	ajans+NOUN+A3SG+PNON+GEN
başkanı	başkan+NOUN+A3SG+P3SG+NOM
ve	ve+CONJ
CEO'su	ceo+NOUN+PROP+A3SG+P3SG+NOM
,	,+PUNC
başkan	başkan+NOUN+A3SG+PNON+NOM
ünvanını	ünvan+NOUN+A3SG+P3SG+ACC
muhafaza	muhafaza+NOUN+A3SG+PNON+NOM
edecekti	et+VERB+POS+FUT+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hisse	hisse+NOUN+A3SG+PNON+NOM
endeksi	endeks+NOUN+A3SG+P3SG+NOM
vadeli	vadeli+ADJ
işlem	işlem+NOUN+A3SG+PNON+NOM
sözleşmeleri	sözleşme+NOUN+A3PL+P3SG+NOM
borsası	borsa+NOUN+A3SG+P3SG+NOM
piyasa	piyasa+NOUN+A3SG+PNON+NOM
endekslerine	endeks+NOUN+A3PL+P3SG+DAT
çok	çok+ADV
daha	daha+ADV
düşkün	düşkün+ADJ
fiyatlarla	fiyat+NOUN+A3PL+PNON+INS
yerleşti	yerleş+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
(	(+PUNC
Bay	bay+NOUN+A3SG+PNON+NOM
Reich'in	reich+NOUN+PROP+A3SG+PNON+GEN
yaylı	yaylı+ADJ
çalgılar	çalgı+NOUN+A3PL+PNON+NOM
dörtlüsü	dörtlü+NOUN+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
yeni	yeni+ADJ
"	"+PUNC
Farklı	farklı+ADJ
Trenleri	tren+NOUN+A3PL+P3SG+NOM
,	,+PUNC
"	"+PUNC
tekniği	teknik+NOUN+A3SG+PNON+ACC
ustaca	ustaca+ADJ
kullanıyor	kullan+VERB+POS+PROG1+A3SG
.	.+PUNC
)	)+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Dergi	dergi+NOUN+A3SG+PNON+NOM
zamdan	zam+NOUN+A3SG+PNON+ABL
gelen	gel+VERB+POS^DB+ADJ+PRESPART
brüt	brüt+ADJ
gelirlerin	gelir+NOUN+A3PL+PNON+GEN
%	%+PERCENT
10'unu	10+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+ACC
yenilikçi	yenilik+NOUN+A3SG+PNON+NOM^DB+ADJ+AGT
öğretmenlere	öğretmen+NOUN+A3PL+PNON+DAT
hibe	hibe+NOUN+A3SG+PNON+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
dağıtacaktır	dağıt+VERB+POS+FUT+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Kurulun	kurul+NOUN+A3SG+PNON+GEN
yöneticisi	yönetici+NOUN+A3SG+P3SG+NOM
Mr.	Mr.+NOUN+PROP+A3SG+PNON+NOM
Grasso	Grasso+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
``	``+PUNC
sistemlerimizin	sistem+NOUN+A3PL+P1PL+GEN
performansı	performans+NOUN+A3SG+P3SG+NOM
iyiydi	iyi+ADJ^DB+VERB+ZERO+PAST+A3SG
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
''	''+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Aslında	aslında+ADV
ABD'yi	abd+NOUN+PROP+A3SG+PNON+ACC
dünyanın	dünya+NOUN+A3SG+PNON+GEN
en	en+ADV
yozlaşmış	yozlaş+VERB+POS+NARR^DB+ADJ+ZERO
örgütlerinden	örgüt+NOUN+A3PL+P3SG+ABL
biri	biri+PRON+QUANTP+A3SG+P3SG+NOM
olan	ol+VERB+POS^DB+ADJ+PRESPART
UNESCO'dan	unesco+NOUN+PROP+A3SG+PNON+ABL
kurtardı	kurtar+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Birkaç	birkaç+DET
kişi	kişi+NOUN+A3SG+PNON+NOM
,	,+PUNC
her	her+DET
iki	iki+NUM+CARD
takımın	takım+NOUN+A3SG+PNON+GEN
renklerini	renk+NOUN+A3PL+P3PL+ACC
ve	ve+CONJ
amblemlerini	amblem+NOUN+A3PL+P3PL+ACC
taşıyan	taşı+VERB+POS^DB+ADJ+PRESPART
şapkalar	şapka+NOUN+A3PL+PNON+NOM
bile	bile+ADV
giydi	giy+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ancak	ancak+ADV
döviz	döviz+NOUN+A3SG+PNON+NOM
``	``+PUNC
tüm	tüm+DET
stoklardaki	stok+NOUN+A3PL+PNON+LOC^DB+ADJ+REL
uzmanların	uzman+NOUN+A3PL+PNON+GEN
performanslarına	performans+NOUN+A3PL+P3PL+DAT
bakacaktı	bak+VERB+POS+FUT+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
O	o+DET
zamandan	zaman+NOUN+A3SG+PNON+ABL
beri	beri+ADV
,	,+PUNC
geri	geri+ADJ
kalan	kalan+ADJ
üyelerin	üye+NOUN+A3PL+PNON+GEN
ABD'nin	abd+NOUN+PROP+A3SG+PNON+GEN
bu	bu+DET
korkunç	korkunç+ADJ
gruba	grup+NOUN+A3SG+PNON+DAT
tekrar	tekrar+ADV
katılmasına	katıl+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+DAT
çaresizce	çaresizce+ADV
ihtiyacı	ihtiyaç+NOUN+A3SG+P3SG+NOM
vardı	var+ADJ^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Her	her+DET
neyse	neyse+CONJ
,	,+PUNC
A'lar	a+NOUN+PROP+A3PL+PNON+NOM
sana	sana+ADV
destekleyebileceğin	destekle+VERB+POS^DB+VERB+ABLE^DB+ADJ+FUTPART+P2SG
bir	bir+DET
sürü	sürü+NOUN+A3SG+PNON+NOM
kahraman	kahraman+NOUN+A3SG+PNON+NOM
verdi	ver+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Doğru	doğru+ADJ
yönetim	yönetim+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
uzun	uzun+ADJ
vadeli	vadeli+ADJ
bir	bir+DET
bakış	bak+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
açısıyla	açı+NOUN+A3SG+P3SG+INS
bunlar	bu+PRON+DEMONSP+A3PL+PNON+NOM
yatırıma	yatırım+NOUN+A3SG+PNON+DAT
değer	değ+VERB+POS+AOR^DB+ADJ+ZERO
,	,+PUNC
kaliteli	kaliteli+ADJ
mülkiyetler	mülkiyet+NOUN+A3PL+PNON+NOM
haline	hal+NOUN+A3SG+P3SG+DAT
gelebilir	gel+VERB+POS^DB+VERB+ABLE+AOR+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Şimdi	şimdi+ADV
UNESCO	unesco+NOUN+PROP+A3SG+PNON+NOM
savunucuları	savunucu+NOUN+A3PL+PNON+ACC
Başkan	başkan+NOUN+A3SG+PNON+NOM
Bush'a	bush+NOUN+PROP+A3SG+PNON+DAT
Başkan	başkan+NOUN+A3SG+PNON+NOM
Reagan'ın	reagan+NOUN+PROP+A3SG+PNON+GEN
kararından	karar+NOUN+A3SG+P3SG+ABL
dönmesi	dönme+NOUN+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
lobi	lobi+NOUN+A3SG+PNON+NOM
oluşturuyor	oluş+VERB^DB+VERB+CAUS+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sahada	saha+NOUN+A3SG+PNON+LOC
yerinizi	yer+NOUN+A3SG+P2PL+ACC
alınca	al+VERB+POS^DB+ADV+WHEN
her	her+DET
topu	top+NOUN+A3SG+PNON+ACC
olağanüstü	olağanüstü+ADJ
bir	bir+DET
şekilde	şekil+NOUN+A3SG+PNON+LOC
görüyorsunuz	gör+VERB+POS+PROG1+A2PL
,	,+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yılbaşından	yılbaş+NOUN+A3SG+P3SG+ABL
bugüne	bugün+NOUN+A3SG+PNON+DAT
toplam	toplam+NOUN+A3SG+PNON+NOM
12006883	12006883+NUM+CARD
tondu	ton+NOUN+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A3SG
,	,+PUNC
11141711	11141711+NUM+CARD
ton	ton+NOUN+A3SG+PNON+NOM
olan	ol+VERB+POS^DB+ADJ+PRESPART
bir	bir+DET
önceki	önce+NOUN+A3SG+PNON+NOM^DB+ADJ+REL
yıla	yıl+NOUN+A3SG+PNON+DAT
