<DOC>	<DOC>+BDTag
<S>	<S>+BSTag
4.300	4.3+NUM+REAL
kurumdan	kurum+NOUN+A3SG+PNON+ABL
bazıları	bazı+PRON+QUANTP+A3PL+P3PL+NOM
emeklilik	emeklilik+NOUN+A3SG+PNON+NOM
fonunun	fon+NOUN+A3SG+P3SG+GEN
parçasıdır	parça+NOUN+A3SG+P3SG+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
İsme	isim+NOUN+A3SG+PNON+DAT
göre	göre+POSTP+PCDAT
çeşitlilik	çeşitlilik+NOUN+A3SG+PNON+NOM
gösteren	göster+VERB+POS^DB+ADJ+PRESPART
birkaç	birkaç+DET
kefaret	kefaret+NOUN+A3SG+PNON+NOM
fonunun	fon+NOUN+A3SG+P3SG+GEN
reklamını	reklam+NOUN+A3SG+P3SG+ACC
yapmak	yap+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
için	için+POSTP+PCNOM
devam	devam+NOUN+A3SG+PNON+NOM
ediyor	et+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Piyasa	piyasa+NOUN+A3SG+PNON+NOM
çöktü	çök+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Richard	richard+NOUN+PROP+A3SG+PNON+NOM
Stoltzman	stoltzman+NOUN+PROP+A3SG+PNON+NOM
daha	daha+ADV
nazik	nazik+ADJ
,	,+PUNC
daha	daha+ADV
izleyici	izle+VERB+POS^DB+NOUN+AGT+A3SG+PNON+NOM
dostu	dost+NOUN+A3SG+P3SG+NOM
bir	bir+DET
yaklaşımı	yaklaşım+NOUN+A3SG+P3SG+NOM
benimsedi	benimse+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
PaineWebber	painewebber+NOUN+PROP+A3SG+PNON+NOM
1987	1987+NUM+CARD
tarihli	tarihli+ADJ
iflas	iflas+NOUN+A3SG+PNON+NOM
sayesinde	sayesinde+ADV
daha	daha+ADV
çabuk	çabuk+ADJ
bir	bir+DET
şekilde	şekil+NOUN+A3SG+PNON+LOC
vites	vites+NOUN+A3SG+PNON+NOM
yükseltebilmişti	yükselt+VERB+POS^DB+VERB+ABLE+NARR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
hisseler	hisse+NOUN+A3PL+PNON+NOM
sonunda	sonunda+ADV
yeniden	yeniden+ADV
açıldı	aç+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Oynadığına	oyna+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+DAT
inancı	inanç+NOUN+A3SG+P3SG+NOM
tam	tam+ADJ
ve	ve+CONJ
mükemmel	mükemmel+ADJ
şekilde	şekil+NOUN+A3SG+PNON+LOC
oynuyor	oyna+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tanıtım	tanıtım+NOUN+A3SG+PNON+NOM
dün	dün+NOUN+A3SG+PNON+NOM
gece	gece+NOUN+A3SG+PNON+NOM
CNN'de	cnn+NOUN+PROP+A3SG+PNON+LOC
3	3+NUM+CARD
kere	kere+NOUN+A3SG+PNON+NOM
gösterilecek	göster+VERB^DB+VERB+PASS+POS^DB+ADJ+FUTPART+PNON
şekilde	şekil+NOUN+A3SG+PNON+LOC
programlandı	programla+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bunun	bu+PRON+DEMONSP+A3SG+PNON+GEN
sonucunda	sonuç+NOUN+A3SG+P3SG+LOC
,	,+PUNC
vadeli	vade+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
işlemler	işlem+NOUN+A3PL+PNON+NOM
ile	ile+CONJ
hisse	hisse+NOUN+A3SG+PNON+NOM
senedi	senet+NOUN+A3SG+P3SG+NOM
piyasaları	piyasa+NOUN+A3PL+P3SG+NOM
arasındaki	ara+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
zincir	zincir+NOUN+A3SG+PNON+NOM
parçalandı	parçala+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bach'ın	bach+NOUN+PROP+A3SG+PNON+GEN
"	"+PUNC
Air	air+NOUN+PROP+A3SG+PNON+NOM
"	"+PUNC
adlı	ad+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
parçasını	parça+NOUN+A3SG+P3SG+ACC
izledi	izle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
PaineWebber	painewebber+NOUN+PROP+A3SG+PNON+NOM
belirli	belirli+ADJ
hisseleri	hisse+NOUN+A3PL+P3SG+NOM
öneren	öner+VERB+POS^DB+ADJ+PRESPART
daha	daha+ADV
sert	sert+ADJ
bir	bir+DET
satışı	satış+NOUN+A3SG+PNON+ACC
dikkate	dikkat+NOUN+A3SG+PNON+DAT
aldı	al+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Vadeli	vade+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
alım	alım+NOUN+A3SG+PNON+NOM
satımların	satım+NOUN+A3PL+PNON+GEN
duraklamasına	durakla+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+DAT
bile	bile+ADV
NY	NY+NOUN+PROP+A3SG+PNON+NOM
Menkul	menkul+NOUN+A3SG+PNON+NOM
Kıymetler	kıymet+NOUN+A3PL+PNON+NOM
Borsası'nın	borsa+NOUN+A3SG+P3SG+GEN
borsa	borsa+NOUN+A3SG+PNON+NOM
tacirleri	tacir+NOUN+A3PL+P3SG+NOM
tarafından	taraf+NOUN+A3SG+P2SG+ABL
saldırıldı	sal+VERB^DB+VERB+CAUS^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Sıcak	sıcak+ADJ
ve	ve+CONJ
bulanık	bulanık+ADJ
duygular	duygu+NOUN+A3PL+PNON+NOM
için	için+POSTP+PCNOM
izin	izin+NOUN+A3SG+PNON+NOM
verilen	ver+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
hattın	hat+NOUN+A3SG+PNON+GEN
üzerine	üzerine+ADV
bile	bile+ADV
geçti	geç+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ekledi	ekle+VERB+POS+PAST+A3SG
,	,+PUNC
"	"+PUNC
Bu	bu+PRON+DEMONSP+A3SG+PNON+NOM
1987'nin	1987+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+GEN
yeniden	yeniden+ADV
ziyaret	ziyaret+NOUN+A3SG+PNON+NOM
edilmesi	et+VERB^DB+VERB+PASS+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
değil	değil+ADJ
.	.+PUNC
"	"+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Önemli	önemli+ADJ
bir	bir+DET
uzman	uzman+NOUN+A3SG+PNON+NOM
"	"+PUNC
Bu	bu+PRON+DEMONSP+A3SG+PNON+NOM
işleri	iş+NOUN+A3PL+P3SG+NOM
berbat	berbat+ADJ
etti	etti.+NOUN+A3SG+PNON+NOM
,	,+PUNC
"	"+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yoksa	yoksa+CONJ
bunun	bu+PRON+DEMONSP+A3SG+PNON+GEN
sebebi	sebep+NOUN+A3SG+P3SG+NOM
Bayan	bayan+NOUN+A3SG+PNON+NOM
Collins'in	collins+NOUN+PROP+A3SG+PNON+GEN
gitmiş	git+VERB+POS+NARR^DB+ADJ+ZERO
olması	ol+VERB+POS^DB+NOUN+INF2+A3SG+P3SG+NOM
mıydı	mi+QUES+PAST+A3SG
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ekledi	ekle+VERB+POS+PAST+A3SG
...	...+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ancak	ancak+CONJ
hisseler	hisse+NOUN+A3PL+PNON+NOM
değer	değer+NOUN+A3SG+PNON+NOM
kaybetmeyi	kaybet+VERB+POS^DB+NOUN+INF2+A3SG+PNON+ACC
sürdürdü	sür+VERB^DB+VERB+CAUS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yoksa	yoksa+CONJ
bu	bu+PRON+DEMONSP+A3SG+PNON+NOM
oda	oda+NOUN+A3SG+PNON+NOM
müziğinin	müzik+NOUN+A3SG+P3SG+GEN
geleceği	gel+VERB+POS^DB+ADJ+FUTPART+P3SG
midir	mi+QUES+PRES+A3SG+COP
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
ARNOLD	arnold+NOUN+PROP+A3SG+PNON+NOM
REKLAMCILIK	reklamcılık+NOUN+A3SG+PNON+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Dow	dow+NOUN+PROP+A3SG+PNON+NOM
sanayi	sanayi+NOUN+A3SG+PNON+NOM
endeksi	endeks+NOUN+A3SG+P3SG+NOM
vadeli	vade+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
işlemleri	işlem+NOUN+A3PL+P3SG+NOM
durdurulmasından	dur+VERB^DB+VERB+CAUS^DB+VERB+PASS+POS^DB+NOUN+INF2+A3SG+P3SG+ABL
önce	ön+ADJ^DB+ADV+LY
saat	saat+NOUN+A3SG+PNON+NOM
15	15+NUM+CARD
sularında	sularında+ADV
55	55+NUM+CARD
puan	puan+NOUN+A3SG+PNON+NOM
düşmüştü	düş+VERB+POS+NARR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Peki	peki+ADV
sırada	sıra+NOUN+A3SG+PNON+LOC
ne	ne+PRON+QUESP+A3SG+PNON+NOM
var	var+ADJ
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Anlaşma	anlaşma+NOUN+A3SG+PNON+NOM
şartları	şart+NOUN+A3PL+P3SG+NOM
açıklanmadı	açıkla+VERB^DB+VERB+PASS+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Alıcılar	al+VERB+POS^DB+NOUN+AGT+A3PL+PNON+NOM
vadeli	vade+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
işlemler	işlem+NOUN+A3PL+PNON+NOM
mağarasından	mağara+NOUN+A3SG+P3SG+ABL
içeri	içeri+NOUN+A3SG+PNON+NOM
girdiler	gir+VERB+POS+PAST+A3PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Slaytlar	slayt+NOUN+A3PL+PNON+NOM
Shostakovich	shostakovich+NOUN+PROP+A3SG+PNON+NOM
dörtlülerini	dört+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+NOM^DB+ADJ+WITH^DB+NOUN+ZERO+A3PL+P3SG+ACC
mi	mi+QUES+PRES+A3SG
gösteriyor	göster+VERB+POS+PROG1+A3SG
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
hesap	hesap+NOUN+A3SG+PNON+NOM
Della	della+NOUN+PROP+A3SG+PNON+NOM
Femina	femina+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
McNamee	mcnamee+NOUN+PROP+A3SG+PNON+NOM
WCRS	wcrs+NOUN+PROP+A3SG+PNON+NOM
tarafından	tarafından+ADV
idare	idare+NOUN+A3SG+PNON+NOM
edildi	et+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
ben	ben+PRON+PERS+A1SG+PNON+NOM
birçok	birçok+DET
kişinin	kişi+NOUN+A3SG+PNON+GEN
bilgisayar	bilgisayar+NOUN+A3SG+PNON+NOM
programı	program+NOUN+A3SG+P3SG+NOM
destekli	destek+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
alım-satım	alım-satım+NOUN+A3SG+PNON+NOM
üzerinde	üzer+NOUN+A3SG+P2SG+LOC
çok	çok+ADJ
duracağını	dur+VERB+POS^DB+NOUN+FUTPART+A3SG+P3SG+ACC
düşünüyorum	düşün+VERB+POS+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bayan	bayan+NOUN+A3SG+PNON+NOM
Waleson	waleson+NOUN+PROP+A3SG+PNON+NOM
New	new+NOUN+PROP+A3SG+PNON+NOM
York'ta	york+NOUN+PROP+A3SG+PNON+LOC
yaşayan	yaşa+VERB+POS^DB+ADJ+PRESPART
serbest	serbest+ADJ
bir	bir+DET
yazar	yaz+VERB+POS+AOR^DB+ADJ+ZERO
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
EĞİTİM	eğitim+NOUN+A3SG+PNON+NOM
REKLAMLARI	reklam+NOUN+A3PL+P3SG+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Tartışmayı	tartış+VERB+POS^DB+NOUN+INF2+A3SG+PNON+ACC
hemen	hemen+ADV
ve	ve+CONJ
tekrardan	tekrar+NOUN+A3SG+PNON+ABL
ön	ön+ADJ
plana	plan+NOUN+A3SG+PNON+DAT
çıkaracak	çık+VERB^DB+VERB+CAUS+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
M'Bow	M'Bow+NOUN+PROP+A3SG+PNON+NOM
grubunun	grup+NOUN+A3SG+P3SG+GEN
yerini	yer+NOUN+A3SG+P3SG+ACC
alamadı	al+VERB^DB+VERB+ABLE+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ortalamalar	ortalama+NOUN+A3PL+PNON+NOM
yasasının	yasa+NOUN+A3SG+P3SG+GEN
ne	ne+PRON+QUESP+A3SG+PNON+NOM
demek	de+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
olduğunu	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
biliyorsun	bile+VERB+POS+PROG1+A2SG
değil	değil+ADJ
mi	mi+QUES+PRES+A3SG
?	?+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ancak	ancak+ADV
ortada	ortada+ADJ
hiçbir	hiçbir+DET
